"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","7956","Verify Highlighted news are visible on the page","Desktop (en)","2026-02-02","passed","2026-02-02","News tests","Parametrized/CreateAndEditNewsTest.spec.js","",""
"","13237","Verify if search results sorted by DESC","Desktop (en)","2026-02-02","passed","2026-02-02","Search tests","Parametrized/VerifySearchTest.spec.js","",""
"","1","Verify if search validation message displays correctly","Mobile (en)","2026-02-02","skipped","2026-02-02","Search tests","Parametrized/VerifySearchTest.spec.js","",""
"","13855","Verify user is able to switch between Highlighted news","Mobile (uk)","2026-02-02","passed","2026-02-02","News tests","Parametrized/CreateAndEditNewsTest.spec.js","",""
"","7112","Verify if only 3 Explain Articles displayed on Main Page","Desktop (uk)","2026-02-02","passed","2026-02-02","Explain Article tests","Parametrized/CreateAndEditExplainArticleTest.spec.js","",""
"","428","Verify titles correctness based on tags selected","Mobile (en)","2026-02-02","skipped","2026-02-02","Document tests","Parametrized/CreateAndEditDocumentTest.spec.js","",""
"","23529","Verify accordion widget is displayed correctly on Document page","Mobile (uk)","2026-02-02","failed","2026-02-02","Document tests","Parametrized/CreateAndEditDocumentTest.spec.js","",""
"","444","Verify Social Media widget is displayed correctly on Document page","Desktop (en)","2026-02-02","skipped","2026-02-02","Document tests","Parametrized/CreateAndEditDocumentTest.spec.js","",""
"","13969","Verify titles correctness based on tags selected","Desktop (uk)","2026-02-02","passed","2026-02-02","News tests","Parametrized/CreateAndEditNewsTest.spec.js","",""
"","13776","Verify Card widget is displayed correctly on Document page","Mobile (uk)","2026-02-02","failed","2026-02-02","Document tests","Parametrized/CreateAndEditDocumentTest.spec.js","",""
"","12224","Verify if Button widget is displayed correctly","Mobile (en)","2026-02-02","failed","2026-02-02","Explain Article tests","Parametrized/CreateAndEditExplainArticleTest.spec.js","",""
"","15053","Verify filtering works based on tags selected","Desktop (uk)","2026-02-02","failed","2026-02-02","News tests","Parametrized/CreateAndEditNewsTest.spec.js","",""
"","12948","Verify titles correctness based on tags selected","Desktop (uk)","2026-02-02","passed","2026-02-02","Document tests","Parametrized/CreateAndEditDocumentTest.spec.js","",""
"","9150","Verify Phone widget is displayed correctly on Document page","Desktop (uk)","2026-02-02","failed","2026-02-02","Document tests","Parametrized/CreateAndEditDocumentTest.spec.js","",""
"","0","Edit Recent News and verify changes are present on Main page","Mobile (en)","2026-02-02","skipped","2026-02-02","News tests","Parametrized/CreateAndEditNewsTest.spec.js","",""
"","13730","Verify Email widget is displayed correctly on Document page","Mobile (uk)","2026-02-02","failed","2026-02-02","Document tests","Parametrized/CreateAndEditDocumentTest.spec.js","",""
"","13814","Edit Losses data and verify new data is visible on the page","Desktop (uk)","2026-02-02","passed","2026-02-02","Losses tests","Parametrized/VerifyLossesTest.spec.js","",""
"","11099","Verify if search results sorted by DESC","Desktop (uk)","2026-02-02","passed","2026-02-02","Search tests","Parametrized/VerifySearchTest.spec.js","",""
"","0","Verify Media Links not present after deleting entry","Mobile (uk)","2026-02-02","skipped","2026-02-02","MediaLinks tests","Parametrized/VerifyAndEditMediaLinksTest.spec.js","",""
"","0","Verify Media Links not present after deleting entry","Desktop (uk)","2026-02-02","skipped","2026-02-02","MediaLinks tests","Parametrized/VerifyAndEditMediaLinksTest.spec.js","",""
"","6476","Verify if Explain Articles with highlight true displays on Main Page","Desktop (uk)","2026-02-02","passed","2026-02-02","Explain Article tests","Parametrized/CreateAndEditExplainArticleTest.spec.js","",""
"","13731","Edit Employee and verify new data is visible on the page","Mobile (en)","2026-02-02","passed","2026-02-02","Employee tests","Parametrized/CreateAndEditLeadershipTest.spec.js","",""
"","10236","Edit Quick Link data and verify it`s visible on the page","Desktop (en)","2026-02-02","passed","2026-02-02","QuickLinks tests","Parametrized/VerifyAndEditQuickLinksTest.spec.js","",""
"","5599","Verify if Explain Articles Detail page correctly opened after clicking on Tile","Desktop (uk)","2026-02-02","passed","2026-02-02","Explain Article tests","Parametrized/CreateAndEditExplainArticleTest.spec.js","",""
"","966","Verify Losses -> More Details button configurations","Desktop (en)","2026-02-02","skipped","2026-02-02","Losses tests","Parametrized/VerifyLossesTest.spec.js","",""
"","3","Verify Footer items work on the page","Mobile (en)","2026-02-02","failed","2026-02-02","Footer tests","Parametrized/VerifyFooterTest.spec.js","",""
"","1","Verify all existing and newly created Service`s categories and items are visible on Main page","Mobile (uk)","2026-02-02","failed","2026-02-02","Services tests","Parametrized/CreateAndEditServicesTests.spec.js","",""
"","14546","Verify titles correctness based on tags selected for Explain articles page","Desktop (uk)","2026-02-02","passed","2026-02-02","Explain Article tests","Parametrized/CreateAndEditExplainArticleTest.spec.js","",""
"","10205","Verify if Explain Articles page opened after clicking on All Explain button","Desktop (en)","2026-02-02","passed","2026-02-02","Explain Article tests","Parametrized/CreateAndEditExplainArticleTest.spec.js","",""
"","18270","Verify Recent news are visible on the Main page","Desktop (uk)","2026-02-02","failed","2026-02-02","News tests","Parametrized/CreateAndEditNewsTest.spec.js","",""
"","7431","Verify if Explain Articles page displays all articles","Desktop (uk)","2026-02-02","passed","2026-02-02","Explain Article tests","Parametrized/CreateAndEditExplainArticleTest.spec.js","",""
"","1","Verify All news page","Mobile (en)","2026-02-02","skipped","2026-02-02","News tests","Parametrized/CreateAndEditNewsTest.spec.js","",""
"","7703","Verify Losses data has 5 points and More details button clickable","Desktop (en)","2026-02-02","passed","2026-02-02","Losses tests","Parametrized/VerifyLossesTest.spec.js","",""
